v4,0,4.42395
v4,1,4.88621666667
v4,2,5.45813333333
v4,3,4.78673333333
v4,4,6.82548333333
v4,5,5.40523333333
v4,6,5.98111666667
v4,7,4.98465
v4,8,5.7151
v4,9,6.4996
v4,10,4.55588333333
v4,11,5.25866666667
v4,12,5.63761666667
v4,13,6.06705
v4,14,6.26586666667
v4,15,5.12911666667
v4,16,4.20131666667
v4,17,5.50381666667
v4,18,6.0744
v4,19,4.86496666667
v4,20,5.43198333333
v4,21,4.55328333333
v4,22,6.01296666667
v4,23,4.59161666667
v4,24,5.03386666667
v4,25,4.45146666667
v4,26,5.1514
v4,27,3.51528333333
v4,28,4.68663333333
v4,29,6.3325
v4,30,6.31653333333
v4,31,4.7464
v4,32,5.49198333333
v4,33,5.50918333333
v4,34,4.89161666667
v4,35,5.0
v4,36,5.18421666667
v4,37,6.20576666667
v4,38,6.20831666667
v4,39,6.57548333333
